0	201	229	41	7	7
1	201	532	36	7	7
2	201	836	54	7	7
3	201	884	56	7	7
4	202	951	50	11	9
5	203	520	70	22	48
6	204	364	78	11	7
7	601	183	72	15	15
8	601	201	72	15	15
9	601	230	119	15	15
10	601	247	119	15	15
11	601	422	104	15	15
12	601	712	71	15	15
13	601	664	39	15	15
14	601	1448	297	15	15
15	601	1480	57	15	15
16	203	2117	59	15	48
17	603	1079	105	15	13
18	603	1111	137	15	13
19	603	1144	168	15	13
20	603	1175	202	15	13
21	603	1208	232	15	13
22	603	1336	343	15	13
23	603	1355	344	15	13
24	603	1372	344	15	13
25	603	1479	312	15	13
26	603	1496	312	15	13
27	603	1542	297	15	13
28	603	1558	296	15	13
29	603	1574	296	15	13
30	603	1592	296	15	13
31	603	1624	311	15	13
32	603	1641	311	15	13
33	603	1658	310	15	13
34	603	1674	310	15	13
35	603	1706	279	15	13
36	603	1736	311	15	13
37	603	1768	295	15	13
38	603	1816	326	15	13
39	603	1849	294	15	13
