0	601	184	71	15	15
1	601	200	71	15	15
2	601	232	121	15	15
3	601	248	122	15	15
4	601	422	103	15	15
5	601	664	41	15	15
6	601	709	71	15	15
7	601	1479	55	15	15
8	602	1442	302	7	7
9	603	1080	104	15	13
10	603	1110	138	15	13
11	603	1142	169	15	13
12	603	1174	201	15	13
13	603	1208	233	15	13
14	603	1334	343	15	13
15	603	1351	344	15	13
16	603	1367	345	15	13
17	603	1478	311	15	13
18	603	1495	312	15	13
19	603	1543	296	15	13
20	603	1560	295	15	13
21	603	1575	294	15	13
22	603	1592	294	15	13
23	603	1624	312	15	13
24	603	1639	312	15	13
25	603	1656	312	15	13
26	603	1672	312	15	13
27	603	1703	280	15	13
28	603	1734	312	15	13
29	603	1765	297	15	13
30	603	1814	328	15	13
31	603	1847	298	15	13
32	201	225	50	7	7
33	201	532	50	7	7
34	201	835	50	7	7
35	201	885	50	7	7
36	204	363	90	11	7
37	202	950	50	11	9
38	205	1333	129	12	7
39	205	1381	127	12	7
40	205	1431	126	12	7
41	205	1476	30	12	7
42	205	2098	64	12	7
43	207	1802	66	11	7
44	207	1870	83	11	7
45	203	225	50	11	7
